evidence_id,evidence_class,experiment_family,story_stage,scientific_role,source_key,quantity,canonical_source_path,canonical_source_sha256,split,training_scale,model_system,seed_set,n_training_seeds,point_estimate,across_training_seed_sd_ddof1,ci95,ci_type,cluster_unit,n_questions,n_unique_images,answer_set_size,metric_id,analysis_role,comparison_class,evidence_readiness,checkpoint_selection,excludes_zero,proposed_figure_use,proposed_table_use,proposed_dissertation_section,proposed_supervisor_slide,appendix_destination,mandatory_limitation
EV-SLC-v2_02.fusion.train_40k.structural-query.accuracy,SLC,v2_02,S06_TYPE_AND_DEPTH,DIAGNOSTIC,v2_02/fusion/train_40k/structural:query/accuracy,accuracy on the structural slice query,results/closure/reconstructed_statistics.json,88edeaf6ec787d754c8b0e006e00556895ea69dd8cbd215f391265c9e9643097,v2_dev,train_40k,fusion,0|1|2|3|42,5,0.48015,0.00331,0.45799|0.50385,"evaluation-sampling, image-clustered",represented development imageId,3104,687,100,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_02.fusion.train_40k.structural-verify.accuracy,SLC,v2_02,S06_TYPE_AND_DEPTH,DIAGNOSTIC,v2_02/fusion/train_40k/structural:verify/accuracy,accuracy on the structural slice verify,results/closure/reconstructed_statistics.json,88edeaf6ec787d754c8b0e006e00556895ea69dd8cbd215f391265c9e9643097,v2_dev,train_40k,fusion,0|1|2|3|42,5,0.56966,0.00734,0.55042|0.58836,"evaluation-sampling, image-clustered",represented development imageId,2030,615,100,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-attr.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:attr/five_seed,paired accuracy gap on the semantic slice attr,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.00324,0.00452,-0.00762|0.01441,"evaluation-sampling, image-clustered",represented development imageId,2964,691,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-attr.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:attr/seed42,paired accuracy gap on the semantic slice attr,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,-0.00439,,-0.02343|0.01387,"evaluation-sampling, image-clustered",represented development imageId,2964,691,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-cat.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:cat/five_seed,paired accuracy gap on the semantic slice cat,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,-0.00228,0.00483,-0.01639|0.01264,"evaluation-sampling, image-clustered",represented development imageId,439,219,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-cat.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:cat/seed42,paired accuracy gap on the semantic slice cat,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.00456,,-0.02734|0.03633,"evaluation-sampling, image-clustered",represented development imageId,439,219,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-global.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:global/five_seed,paired accuracy gap on the semantic slice global,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,-0.00613,0.01891,-0.03558|0.02099,"evaluation-sampling, image-clustered",represented development imageId,163,133,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-global.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:global/seed42,paired accuracy gap on the semantic slice global,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,-0.0184,,-0.06876|0.03068,"evaluation-sampling, image-clustered",represented development imageId,163,133,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-obj.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:obj/five_seed,paired accuracy gap on the semantic slice obj,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.04257,0.00945,0.023|0.06247,"evaluation-sampling, image-clustered",represented development imageId,1170,547,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-obj.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:obj/seed42,paired accuracy gap on the semantic slice obj,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.03932,,0.01424|0.06444,"evaluation-sampling, image-clustered",represented development imageId,1170,547,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-rel.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:rel/five_seed,paired accuracy gap on the semantic slice rel,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.01806,0.00548,0.00921|0.0278,"evaluation-sampling, image-clustered",represented development imageId,2978,570,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.semantic-rel.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/semantic:rel/seed42,paired accuracy gap on the semantic slice rel,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.02552,,0.01043|0.04109,"evaluation-sampling, image-clustered",represented development imageId,2978,570,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-3.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:3/five_seed,paired accuracy gap on the steps slice 3,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,-0.00246,0.00461,-0.01163|0.00644,"evaluation-sampling, image-clustered",represented development imageId,3330,658,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-3.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:3/seed42,paired accuracy gap on the steps slice 3,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.0048,,-0.00991|0.01914,"evaluation-sampling, image-clustered",represented development imageId,3330,658,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-4.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:4/five_seed,paired accuracy gap on the steps slice 4,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.02966,0.00946,0.00912|0.05049,"evaluation-sampling, image-clustered",represented development imageId,870,396,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-4.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:4/seed42,paired accuracy gap on the steps slice 4,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.02644,,-0.00117|0.05474,"evaluation-sampling, image-clustered",represented development imageId,870,396,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-ge5.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:>=5/five_seed,paired accuracy gap on the steps slice >=5,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.03932,0.0063,0.01872|0.05975,"evaluation-sampling, image-clustered",represented development imageId,1114,531,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-ge5.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:>=5/seed42,paired accuracy gap on the steps slice >=5,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.0395,,0.01297|0.06595,"evaluation-sampling, image-clustered",represented development imageId,1114,531,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-le2.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:<=2/five_seed,paired accuracy gap on the steps slice <=2,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.02075,0.00669,0.00876|0.03247,"evaluation-sampling, image-clustered",represented development imageId,2400,674,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.steps-le2.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/steps:<=2/seed42,paired accuracy gap on the steps slice <=2,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.01042,,-0.00916|0.03016,"evaluation-sampling, image-clustered",represented development imageId,2400,674,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-choose.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:choose/five_seed,paired accuracy gap on the structural slice choose,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,-0.02303,0.01056,-0.03669|-0.00954,"evaluation-sampling, image-clustered",represented development imageId,1042,465,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-choose.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:choose/seed42,paired accuracy gap on the structural slice choose,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,-0.01631,,-0.03949|0.0066,"evaluation-sampling, image-clustered",represented development imageId,1042,465,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-compare.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:compare/five_seed,paired accuracy gap on the structural slice compare,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,-0.02517,0.02229,-0.06598|0.01355,"evaluation-sampling, image-clustered",represented development imageId,302,226,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-compare.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:compare/seed42,paired accuracy gap on the structural slice compare,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,-0.04305,,-0.10065|0.01347,"evaluation-sampling, image-clustered",represented development imageId,302,226,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-logical.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:logical/five_seed,paired accuracy gap on the structural slice logical,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.03802,0.00763,0.01687|0.05815,"evaluation-sampling, image-clustered",represented development imageId,1236,561,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-logical.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:logical/seed42,paired accuracy gap on the structural slice logical,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.04045,,0.01403|0.0676,"evaluation-sampling, image-clustered",represented development imageId,1236,561,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-query.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:query/five_seed,paired accuracy gap on the structural slice query,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.00064,0.00446,-0.00711|0.0081,"evaluation-sampling, image-clustered",represented development imageId,3104,687,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-query.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:query/seed42,paired accuracy gap on the structural slice query,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.00129,,-0.01362|0.01608,"evaluation-sampling, image-clustered",represented development imageId,3104,687,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,false,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-verify.five_seed,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:verify/five_seed,paired accuracy gap on the structural slice verify,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,0|1|2|3|42,5,0.04621,0.00854,0.03236|0.06034,"evaluation-sampling, image-clustered",represented development imageId,2030,615,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
EV-SLC-v2_05c.fusion_minus_concat.train_40k.structural-verify.seed42,SLC,v2_05c,S06_TYPE_AND_DEPTH,SUPPORTING,v2_05c/fusion_minus_concat/train_40k/structural:verify/seed42,paired accuracy gap on the structural slice verify,results/experiments/v2_05_types/addendum_clustered.json,86c7969ec36121ca387cd98da3319e1cd1a6ff9ba021241c85f057bfca11f312,v2_dev,train_40k,fusion minus concat,42,1,0.04138,,0.02111|0.06274,"evaluation-sampling, image-clustered",represented development imageId,2030,615,100,v2_closed_vocab_top1_index_match,SECONDARY,CAPACITY_CONFOUNDED,READY,best development epoch,true,VE0-FIG-A4,VE0-TAB-A1,R_APPENDIX_SLICES,,APPENDIX_SLICE_TABLES,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Slices are unequal and dependent; every interval is clustered on the slice's own represented development images, never on rows."
